transaction_amount,category,vendor_category,daily_tx_count,wallet_balance_pct,monthly_budget_used_pct,category_budget_used_pct,days_elapsed_in_month,spend_velocity,days_remaining_budget,is_weekend,hour_of_day,expenditure_level,duration_risk,behaviour_class
1314,Food,Canteen,3,60.1,23.5,120.7,24,3434.0,21.4,1,6,Low,Safe,Lifestyle
2705,Entertainment,Bookshop,8,74.7,129.1,134.8,1,3625.0,28.4,0,19,High,Safe,Lifestyle
1674,Other,Bookshop,4,11.0,12.7,114.0,9,1497.0,29.0,1,22,Low,Safe,Survival
4660,Other,Pharmacy,7,61.4,76.0,34.6,30,2903.0,24.8,0,19,Medium,Safe,Survival
4646,Transport,Stationery,6,95.5,47.1,48.5,14,772.0,23.0,1,11,Low,Safe,Survival
3926,Transport,Pharmacy,8,29.9,70.4,138.7,15,1934.0,3.3,0,10,Medium,Critical,Lifestyle
3671,Entertainment,Snack_Bar,6,91.3,77.0,71.2,4,2203.0,24.9,0,8,Medium,Safe,Survival
3028,Food,Stationery,4,95.3,38.8,141.8,25,3180.0,7.6,0,20,Low,Warning,Lifestyle
3050,Transport,Snack_Bar,2,30.6,76.8,64.9,8,3622.0,16.9,1,12,Medium,Safe,Survival
2706,Study,Bookshop,7,76.6,100.7,143.2,25,1680.0,12.2,0,16,High,Safe,Lifestyle
3970,Food,Canteen,11,27.7,42.0,139.6,15,2347.0,10.4,1,15,Low,Safe,Lifestyle
3164,Study,Snack_Bar,11,75.1,56.0,102.5,30,2766.0,9.3,1,19,Medium,Warning,Survival
4794,Other,Bookshop,4,80.8,42.2,11.2,22,1650.0,25.7,0,8,Low,Safe,Survival
1149,Food,Pharmacy,9,28.5,108.5,66.0,25,3949.0,23.1,1,19,High,Safe,Lifestyle
4803,Entertainment,Snack_Bar,9,73.0,97.0,137.6,4,3565.0,15.7,0,22,High,Safe,Lifestyle
3050,Other,Bookshop,7,82.1,114.5,133.9,19,1537.0,19.9,0,9,High,Safe,Lifestyle
365,Other,Canteen,5,39.1,30.4,36.2,3,2278.0,29.5,1,11,Low,Safe,Leakage
3686,Study,Snack_Bar,3,20.9,18.8,65.9,8,1308.0,11.9,1,10,Low,Safe,Survival
2709,Other,Bookshop,3,13.7,24.3,127.0,2,2301.0,16.5,1,15,Low,Safe,Lifestyle
1119,Transport,Snack_Bar,9,59.7,29.3,90.9,28,2892.0,16.0,0,12,Low,Safe,Survival
313,Food,Canteen,9,97.9,74.0,128.6,22,799.0,28.1,0,20,Medium,Safe,Leakage
3704,Transport,Snack_Bar,11,83.2,126.5,125.7,25,3545.0,10.5,1,6,High,Safe,Lifestyle
1191,Study,Snack_Bar,4,46.4,52.9,137.0,25,2578.0,29.6,1,9,Medium,Safe,Lifestyle
4039,Study,Bookshop,11,56.0,125.0,26.4,8,3964.0,9.1,0,16,High,Warning,Lifestyle
1458,Food,Stationery,1,31.6,14.6,30.3,8,590.0,3.3,1,15,Low,Critical,Survival
3626,Other,Snack_Bar,10,20.5,121.2,21.6,17,3410.0,5.7,1,18,High,Warning,Lifestyle
714,Entertainment,Stationery,5,50.8,31.7,140.9,16,3272.0,12.8,0,15,Low,Safe,Leakage
3396,Study,Pharmacy,8,49.0,119.5,76.5,16,965.0,19.5,1,14,High,Safe,Lifestyle
4634,Food,Snack_Bar,10,54.6,16.7,19.0,16,1674.0,15.5,0,14,Low,Safe,Survival
2784,Entertainment,Stationery,4,95.5,123.8,55.0,27,3597.0,11.3,0,17,High,Safe,Lifestyle
267,Other,Pharmacy,10,62.4,34.1,59.2,7,2315.0,16.9,1,19,Low,Safe,Leakage
1796,Study,Bookshop,10,62.5,46.3,123.3,30,1904.0,25.2,0,7,Low,Safe,Lifestyle
4678,Food,Snack_Bar,4,17.2,68.9,113.0,15,3669.0,25.2,1,15,Medium,Safe,Survival
218,Food,Bookshop,9,99.7,55.7,106.5,17,827.0,21.8,0,11,Medium,Safe,Leakage
2930,Food,Pharmacy,9,78.4,90.1,13.1,25,2156.0,28.6,0,7,High,Safe,Lifestyle
3721,Study,Bookshop,7,88.3,127.0,137.5,3,2783.0,17.7,1,22,High,Safe,Lifestyle
772,Entertainment,Bookshop,10,44.4,82.8,40.2,1,2630.0,0.2,0,19,Medium,Critical,Leakage
2458,Food,Canteen,8,52.7,96.6,98.1,8,1425.0,8.7,1,16,High,Warning,Lifestyle
3102,Other,Pharmacy,4,54.6,20.6,18.7,7,2472.0,9.8,0,21,Low,Warning,Survival
850,Food,Bookshop,8,23.4,85.3,21.4,18,2980.0,16.4,1,13,High,Safe,Lifestyle
2787,Entertainment,Stationery,6,70.5,64.5,11.3,30,2547.0,27.1,1,8,Medium,Safe,Survival
3462,Study,Pharmacy,3,90.8,116.3,89.2,23,2896.0,25.1,0,9,High,Safe,Lifestyle
1538,Food,Canteen,7,20.6,56.6,98.1,5,1396.0,7.0,0,10,Medium,Warning,Survival
3834,Food,Snack_Bar,3,13.2,91.5,17.1,15,3415.0,15.6,1,9,High,Safe,Lifestyle
3027,Other,Bookshop,11,75.1,37.4,50.7,7,2074.0,19.8,0,12,Low,Safe,Survival
2417,Other,Stationery,7,31.0,41.1,129.2,10,3955.0,29.6,1,11,Low,Safe,Lifestyle
3739,Food,Canteen,5,64.3,55.1,24.2,16,581.0,0.9,1,22,Medium,Critical,Survival
1237,Food,Pharmacy,4,71.1,46.5,40.3,28,1831.0,13.9,0,19,Low,Safe,Survival
4583,Other,Bookshop,3,35.6,40.5,69.4,23,1132.0,29.6,1,10,Low,Safe,Survival
4178,Entertainment,Canteen,8,82.4,16.0,127.9,2,2445.0,29.3,1,20,Low,Safe,Lifestyle
3161,Transport,Canteen,4,57.2,110.4,45.7,18,1351.0,9.9,0,15,High,Warning,Lifestyle
3426,Transport,Stationery,8,87.6,17.7,149.6,15,3081.0,0.0,1,7,Low,Critical,Lifestyle
1298,Food,Snack_Bar,10,77.5,116.5,59.7,23,3587.0,17.6,1,17,High,Safe,Lifestyle
2524,Other,Snack_Bar,3,87.5,25.1,64.1,19,1238.0,26.0,1,16,Low,Safe,Survival
1139,Study,Snack_Bar,10,6.9,17.8,27.1,20,1062.0,9.7,0,12,Low,Warning,Survival
3916,Study,Pharmacy,9,28.1,77.6,105.2,14,3564.0,28.0,0,12,Medium,Safe,Survival
3614,Transport,Canteen,6,13.6,70.3,44.1,23,1764.0,10.0,0,12,Medium,Warning,Survival
1648,Entertainment,Pharmacy,5,47.0,68.9,98.0,30,2021.0,18.3,0,19,Medium,Safe,Survival
770,Transport,Canteen,5,89.5,78.9,41.2,2,1273.0,21.7,1,17,Medium,Safe,Leakage
3104,Food,Stationery,3,49.4,44.4,64.3,29,1989.0,10.4,1,15,Low,Safe,Survival
2705,Entertainment,Stationery,2,85.7,89.6,129.9,18,1310.0,10.6,1,10,High,Safe,Lifestyle
1117,Study,Pharmacy,6,36.1,70.3,113.4,9,2831.0,14.1,1,12,Medium,Safe,Survival
2074,Other,Pharmacy,11,37.3,50.2,31.6,27,2246.0,25.1,0,11,Medium,Safe,Survival
1878,Other,Stationery,1,90.1,109.2,95.1,1,3258.0,3.0,1,7,High,Critical,Lifestyle
815,Food,Bookshop,7,45.5,97.3,98.0,16,1595.0,18.9,1,18,High,Safe,Lifestyle
4701,Transport,Snack_Bar,5,80.0,57.2,22.7,12,2270.0,20.3,0,21,Medium,Safe,Survival
1949,Food,Snack_Bar,4,27.5,111.7,75.2,12,1408.0,16.7,0,13,High,Safe,Lifestyle
4025,Other,Stationery,9,95.1,120.4,46.5,19,3771.0,28.1,1,18,High,Safe,Lifestyle
4388,Study,Snack_Bar,10,59.6,74.4,75.4,10,2327.0,18.1,1,19,Medium,Safe,Survival
2677,Other,Bookshop,1,77.1,35.8,118.8,20,1107.0,19.0,1,10,Low,Safe,Lifestyle
4949,Entertainment,Bookshop,11,13.5,119.9,32.2,5,1455.0,18.0,1,8,High,Safe,Lifestyle
3705,Other,Canteen,4,51.8,32.7,27.3,3,790.0,21.7,0,19,Low,Safe,Survival
3675,Other,Pharmacy,3,90.6,15.8,47.7,9,597.0,4.1,0,18,Low,Warning,Survival
4729,Entertainment,Snack_Bar,6,88.3,49.3,143.3,21,2341.0,26.8,1,22,Low,Safe,Lifestyle
1335,Transport,Bookshop,5,9.4,97.2,114.7,23,1680.0,1.3,0,14,High,Critical,Lifestyle
4200,Other,Pharmacy,7,33.9,120.8,12.7,15,3873.0,19.2,1,12,High,Safe,Lifestyle
574,Food,Pharmacy,1,47.1,86.5,66.1,14,1100.0,18.5,1,16,High,Safe,Lifestyle
406,Other,Canteen,5,21.4,124.2,46.0,11,3279.0,6.2,1,21,High,Warning,Leakage
1519,Food,Pharmacy,2,74.3,21.1,99.3,13,1606.0,1.2,1,12,Low,Critical,Survival
1341,Entertainment,Pharmacy,2,22.5,17.3,74.3,7,1282.0,4.2,0,9,Low,Warning,Survival
4827,Other,Stationery,11,37.9,82.5,145.0,27,3894.0,8.2,1,16,Medium,Warning,Lifestyle
2890,Entertainment,Canteen,11,68.0,125.9,40.7,25,3309.0,26.5,0,18,High,Safe,Lifestyle
3455,Entertainment,Canteen,2,50.8,70.3,92.3,2,2707.0,25.7,1,11,Medium,Safe,Survival
289,Transport,Snack_Bar,9,75.2,16.2,108.0,3,2940.0,1.9,0,18,Low,Critical,Leakage
4308,Other,Pharmacy,10,96.3,36.5,125.6,20,3970.0,8.7,1,7,Low,Warning,Lifestyle
3220,Food,Snack_Bar,3,16.1,39.4,67.0,8,2576.0,26.7,0,19,Low,Safe,Survival
2057,Food,Bookshop,4,72.4,50.5,106.2,1,857.0,7.1,1,18,Medium,Warning,Survival
1004,Other,Pharmacy,5,26.9,15.2,52.4,25,727.0,29.9,1,10,Low,Safe,Survival
1144,Transport,Bookshop,4,44.4,118.6,71.0,21,2833.0,7.7,1,8,High,Warning,Lifestyle
2989,Transport,Stationery,4,8.1,71.9,135.4,4,2802.0,22.2,0,9,Medium,Safe,Lifestyle
4075,Transport,Pharmacy,5,17.9,90.5,143.0,13,3119.0,12.5,0,19,High,Safe,Lifestyle
1810,Food,Snack_Bar,10,35.4,18.1,110.6,24,881.0,4.1,0,16,Low,Warning,Survival
3123,Entertainment,Snack_Bar,9,37.5,16.5,62.4,14,3807.0,7.7,1,7,Low,Warning,Survival
4082,Transport,Pharmacy,9,90.5,80.4,124.8,9,2429.0,20.3,1,7,Medium,Safe,Lifestyle
3421,Food,Snack_Bar,6,75.5,116.5,13.6,3,2773.0,10.1,0,8,High,Safe,Lifestyle
4591,Food,Pharmacy,11,97.4,73.4,24.4,14,622.0,18.1,1,21,Medium,Safe,Survival
4935,Entertainment,Canteen,3,61.9,115.3,102.6,4,3863.0,6.2,1,6,High,Warning,Lifestyle
2587,Other,Snack_Bar,6,28.0,107.3,50.8,17,2469.0,13.5,0,15,High,Safe,Lifestyle
4923,Other,Pharmacy,10,36.1,19.1,143.2,15,2472.0,15.4,0,11,Low,Safe,Lifestyle
1141,Transport,Pharmacy,4,35.4,34.2,71.0,12,3802.0,12.4,1,22,Low,Safe,Survival
2766,Transport,Snack_Bar,3,36.0,88.9,70.1,14,3753.0,5.9,0,17,High,Warning,Lifestyle
1175,Entertainment,Canteen,6,68.9,63.2,104.9,19,1271.0,13.8,1,21,Medium,Safe,Survival
1154,Transport,Snack_Bar,11,55.4,44.9,117.5,10,3759.0,20.8,1,7,Low,Safe,Lifestyle
1462,Entertainment,Pharmacy,6,41.6,60.2,76.6,5,3078.0,28.9,1,20,Medium,Safe,Survival
1143,Food,Canteen,2,19.2,63.4,40.0,29,566.0,23.7,0,6,Medium,Safe,Survival
2402,Transport,Bookshop,9,7.1,119.3,118.3,24,1339.0,4.8,1,11,High,Warning,Lifestyle
3527,Food,Stationery,8,25.8,22.4,54.8,30,1945.0,8.2,0,8,Low,Warning,Survival
4474,Study,Snack_Bar,6,15.2,43.6,34.5,17,2540.0,2.4,0,10,Low,Critical,Survival
2459,Entertainment,Pharmacy,1,79.6,74.5,98.4,17,2955.0,4.1,0,8,Medium,Warning,Survival
2028,Study,Canteen,2,15.7,93.8,22.7,3,1236.0,7.5,1,12,High,Warning,Lifestyle
1457,Transport,Canteen,4,73.8,85.7,146.0,16,3428.0,6.0,0,12,High,Warning,Lifestyle
664,Food,Bookshop,7,41.6,123.0,98.5,25,3460.0,6.4,1,6,High,Warning,Leakage
3494,Transport,Snack_Bar,9,12.0,105.5,148.0,9,2722.0,6.9,1,18,High,Warning,Lifestyle
1430,Study,Canteen,10,82.2,76.8,57.4,17,3724.0,9.0,0,18,Medium,Warning,Survival
2854,Transport,Bookshop,5,60.1,35.8,146.0,20,3345.0,3.8,0,20,Low,Critical,Lifestyle
1084,Other,Pharmacy,10,27.4,64.1,30.4,12,1276.0,8.3,0,12,Medium,Warning,Survival
4005,Study,Bookshop,2,90.0,93.2,15.7,24,3295.0,20.7,1,22,High,Safe,Lifestyle
4056,Transport,Snack_Bar,11,9.3,110.6,14.6,2,3836.0,7.1,1,15,High,Warning,Lifestyle
3335,Food,Bookshop,11,24.2,125.2,75.1,20,982.0,5.2,0,13,High,Warning,Lifestyle
1124,Transport,Canteen,11,76.4,82.7,21.6,16,3925.0,2.0,1,13,Medium,Critical,Survival
4789,Food,Canteen,1,72.4,73.2,81.7,23,587.0,15.0,0,14,Medium,Safe,Survival
1746,Other,Stationery,10,32.5,12.1,55.9,23,2328.0,25.3,1,18,Low,Safe,Survival
1294,Transport,Bookshop,1,10.9,18.7,57.0,21,3209.0,1.8,1,18,Low,Critical,Survival
2611,Other,Pharmacy,5,86.5,28.7,99.0,23,3267.0,16.3,0,7,Low,Safe,Survival
2817,Study,Snack_Bar,7,34.8,16.6,32.8,6,3071.0,19.5,0,12,Low,Safe,Survival
962,Food,Stationery,9,23.6,58.1,117.3,2,2353.0,17.8,1,12,Medium,Safe,Lifestyle
2523,Study,Bookshop,9,54.0,50.4,91.5,9,2778.0,26.3,1,6,Medium,Safe,Survival
4345,Food,Pharmacy,8,91.5,86.5,138.1,5,2950.0,26.0,0,19,High,Safe,Lifestyle
2975,Other,Stationery,1,9.1,74.3,61.1,18,2231.0,1.7,1,11,Medium,Critical,Survival
4859,Entertainment,Canteen,5,77.8,81.5,147.6,22,2585.0,10.8,0,18,Medium,Safe,Lifestyle
3355,Transport,Snack_Bar,6,59.4,66.6,90.6,26,3462.0,20.1,0,6,Medium,Safe,Survival
4170,Other,Bookshop,6,45.4,43.3,146.3,21,1595.0,28.6,1,8,Low,Safe,Lifestyle
2240,Food,Pharmacy,4,75.7,124.3,13.8,18,2331.0,24.1,0,20,High,Safe,Lifestyle
783,Food,Canteen,1,96.8,20.4,111.9,29,530.0,5.3,0,15,Low,Warning,Survival
4531,Food,Stationery,3,26.8,122.7,124.3,10,2906.0,8.4,0,20,High,Warning,Lifestyle
2303,Food,Snack_Bar,10,18.6,47.3,17.4,10,1184.0,22.9,0,13,Low,Safe,Survival
2142,Transport,Stationery,4,91.7,71.5,91.1,23,2184.0,14.1,0,10,Medium,Safe,Survival
4655,Study,Stationery,4,68.6,23.1,122.3,10,1236.0,16.4,0,14,Low,Safe,Lifestyle
309,Entertainment,Pharmacy,4,46.6,18.5,88.5,29,582.0,18.3,1,6,Low,Safe,Survival
391,Transport,Canteen,5,59.5,61.5,18.9,18,2191.0,3.1,0,13,Medium,Critical,Leakage
1103,Food,Bookshop,11,75.8,99.0,107.1,16,1987.0,25.7,0,10,High,Safe,Lifestyle
1061,Transport,Pharmacy,9,78.4,42.3,18.5,23,1988.0,25.9,0,14,Low,Safe,Survival
1283,Other,Snack_Bar,4,92.4,77.5,124.4,30,1231.0,14.0,1,6,Medium,Safe,Lifestyle
849,Food,Stationery,9,45.6,43.4,16.0,6,3815.0,18.8,0,19,Low,Safe,Survival
4334,Entertainment,Snack_Bar,9,32.9,56.6,29.2,12,512.0,19.8,1,19,Medium,Safe,Survival
3811,Food,Pharmacy,1,65.8,118.8,48.5,28,3620.0,5.7,0,9,High,Warning,Lifestyle
836,Entertainment,Pharmacy,5,44.5,112.7,98.7,4,3079.0,3.4,0,12,High,Critical,Lifestyle
1236,Entertainment,Bookshop,9,61.5,71.9,146.7,20,1102.0,0.6,1,16,Medium,Critical,Lifestyle
4331,Study,Stationery,4,44.9,38.6,26.5,16,2153.0,27.4,0,7,Low,Safe,Survival
2348,Study,Pharmacy,5,19.5,33.2,30.0,28,3961.0,10.4,0,15,Low,Safe,Survival
4065,Transport,Snack_Bar,4,49.6,124.5,61.6,22,2753.0,2.6,1,6,High,Critical,Lifestyle
3357,Transport,Bookshop,2,70.6,34.3,127.1,25,946.0,14.0,0,19,Low,Safe,Lifestyle
3787,Entertainment,Snack_Bar,10,80.9,107.0,75.4,26,2102.0,2.3,0,15,High,Critical,Lifestyle
3494,Food,Stationery,2,51.9,54.3,55.0,22,2139.0,2.6,0,12,Medium,Critical,Survival
4461,Other,Bookshop,2,20.7,128.3,88.6,22,3308.0,14.7,0,9,High,Safe,Lifestyle
2630,Other,Bookshop,1,44.4,54.2,46.5,11,3707.0,15.3,1,19,Medium,Safe,Survival
2079,Food,Bookshop,3,79.7,52.2,66.2,1,788.0,17.4,0,14,Medium,Safe,Survival
4166,Food,Canteen,11,44.2,86.5,56.6,5,1599.0,19.7,0,9,High,Safe,Lifestyle
3913,Study,Bookshop,10,71.2,125.4,122.6,17,1545.0,20.0,0,11,High,Safe,Lifestyle
4326,Other,Snack_Bar,1,53.2,127.1,139.4,11,3986.0,13.0,1,7,High,Safe,Lifestyle
4306,Entertainment,Snack_Bar,4,27.9,94.9,116.3,14,2457.0,19.3,1,6,High,Safe,Lifestyle
2211,Transport,Stationery,1,80.6,100.6,71.5,9,3579.0,9.1,0,22,High,Warning,Lifestyle
3573,Study,Pharmacy,4,13.0,77.6,80.6,10,1991.0,13.2,0,9,Medium,Safe,Survival
2343,Other,Pharmacy,3,54.9,100.7,27.5,4,3030.0,11.8,1,10,High,Safe,Lifestyle
2700,Food,Canteen,9,24.8,113.2,114.6,2,1503.0,9.9,0,18,High,Warning,Lifestyle
4781,Other,Bookshop,1,11.4,68.3,93.5,25,3691.0,7.2,0,16,Medium,Warning,Survival
1489,Entertainment,Canteen,8,52.8,84.4,136.3,6,2093.0,2.4,0,6,Medium,Critical,Lifestyle
1647,Study,Stationery,11,52.5,74.5,38.1,30,3313.0,15.2,0,17,Medium,Safe,Survival
3399,Food,Stationery,9,72.2,77.5,116.4,27,1395.0,16.1,1,18,Medium,Safe,Lifestyle
2143,Entertainment,Pharmacy,7,75.8,116.8,105.9,29,2928.0,10.1,1,9,High,Safe,Lifestyle
3383,Transport,Stationery,1,74.1,52.7,47.2,26,1918.0,29.3,1,17,Medium,Safe,Survival
3416,Study,Bookshop,4,43.9,35.0,103.4,3,610.0,16.7,1,11,Low,Safe,Survival
3336,Entertainment,Snack_Bar,10,65.0,64.8,139.4,13,1946.0,26.7,0,18,Medium,Safe,Lifestyle
3518,Entertainment,Stationery,1,59.8,35.0,138.6,12,2425.0,17.1,0,19,Low,Safe,Lifestyle
2982,Food,Canteen,4,45.0,69.8,110.7,18,1031.0,5.7,1,17,Medium,Warning,Survival
1190,Transport,Bookshop,3,61.7,118.4,16.7,6,1144.0,29.2,1,7,High,Safe,Lifestyle
2353,Entertainment,Stationery,2,95.0,84.1,132.1,10,2127.0,26.6,0,17,Medium,Safe,Lifestyle
425,Study,Stationery,1,23.3,112.7,102.1,6,1700.0,14.1,0,11,High,Safe,Lifestyle
976,Entertainment,Bookshop,6,91.0,29.9,53.5,30,2043.0,7.3,0,9,Low,Warning,Survival
3037,Other,Stationery,7,10.1,118.1,36.2,28,2113.0,6.7,0,6,High,Warning,Lifestyle
887,Study,Snack_Bar,6,34.3,82.2,26.3,28,990.0,24.2,0,13,Medium,Safe,Survival
729,Study,Pharmacy,9,32.4,13.8,17.0,25,1134.0,2.1,1,13,Low,Critical,Leakage
3642,Entertainment,Bookshop,9,64.5,86.0,115.6,5,3469.0,19.1,0,17,High,Safe,Lifestyle
2353,Food,Canteen,2,17.5,124.2,43.0,27,1070.0,19.2,0,9,High,Safe,Lifestyle
1494,Study,Stationery,2,88.8,19.5,13.4,15,2831.0,5.5,1,21,Low,Warning,Survival
1726,Other,Pharmacy,9,83.7,79.9,65.6,15,1965.0,21.1,0,19,Medium,Safe,Survival
4974,Food,Canteen,1,66.9,119.9,77.6,12,3889.0,21.2,0,19,High,Safe,Lifestyle
3096,Food,Canteen,5,48.5,11.2,33.7,9,731.0,10.5,0,7,Low,Safe,Survival
3303,Food,Snack_Bar,1,93.6,85.7,16.2,13,3406.0,14.5,1,22,High,Safe,Lifestyle
2640,Study,Pharmacy,7,83.9,67.0,36.5,16,2220.0,25.0,0,13,Medium,Safe,Survival
4335,Food,Bookshop,9,52.4,51.6,105.1,21,519.0,15.7,0,12,Medium,Safe,Survival
4002,Entertainment,Pharmacy,6,71.7,85.3,21.5,2,1423.0,18.5,0,18,High,Safe,Lifestyle
1044,Food,Pharmacy,2,58.9,16.3,87.7,17,1927.0,12.4,0,16,Low,Safe,Survival
646,Other,Canteen,6,60.9,100.4,30.5,9,1600.0,4.5,1,15,High,Warning,Leakage
4115,Transport,Snack_Bar,9,36.4,10.5,37.4,26,1769.0,29.9,0,16,Low,Safe,Survival
3309,Other,Snack_Bar,3,48.9,46.8,65.0,23,3708.0,15.9,0,21,Low,Safe,Survival
1434,Study,Pharmacy,9,12.4,70.5,24.1,19,1763.0,10.1,0,13,Medium,Safe,Survival
426,Food,Pharmacy,8,38.9,55.2,34.2,28,1966.0,21.4,0,7,Medium,Safe,Leakage
4343,Food,Stationery,7,71.1,46.9,58.9,6,3164.0,18.6,1,19,Low,Safe,Survival
3159,Entertainment,Canteen,8,95.6,109.7,56.2,26,3278.0,7.0,1,22,High,Warning,Lifestyle
2030,Food,Bookshop,10,96.5,122.2,114.9,4,794.0,26.3,0,22,High,Safe,Lifestyle
3979,Other,Bookshop,6,57.8,114.8,20.5,30,2964.0,2.1,0,16,High,Critical,Lifestyle
386,Study,Snack_Bar,3,62.6,72.7,130.5,25,2189.0,18.2,1,6,Medium,Safe,Lifestyle
3077,Transport,Canteen,7,22.6,116.1,124.3,15,968.0,14.3,1,6,High,Safe,Lifestyle
2735,Food,Snack_Bar,4,71.1,120.5,117.2,18,1426.0,9.5,0,9,High,Warning,Lifestyle
2132,Transport,Bookshop,11,11.7,59.1,53.3,30,658.0,24.8,1,12,Medium,Safe,Survival
3124,Food,Pharmacy,10,32.0,44.0,125.2,27,1761.0,19.7,0,6,Low,Safe,Lifestyle
1048,Study,Canteen,5,68.5,21.8,35.6,12,1394.0,22.8,1,16,Low,Safe,Survival
2232,Other,Canteen,8,34.5,67.5,27.4,12,1837.0,12.4,0,18,Medium,Safe,Survival
1452,Study,Stationery,7,9.7,123.6,16.3,20,2531.0,28.3,1,8,High,Safe,Lifestyle
2081,Transport,Pharmacy,7,84.0,77.3,141.5,17,3063.0,10.3,0,13,Medium,Safe,Lifestyle
469,Food,Pharmacy,8,34.5,90.1,53.1,7,2619.0,15.9,0,17,High,Safe,Leakage
1830,Transport,Snack_Bar,10,11.0,23.5,138.5,30,2874.0,28.0,1,7,Low,Safe,Lifestyle
4605,Other,Canteen,3,12.1,27.2,48.2,20,3530.0,2.5,1,6,Low,Critical,Survival
3403,Study,Snack_Bar,3,28.9,65.7,137.1,5,3558.0,3.3,1,19,Medium,Critical,Lifestyle
1774,Transport,Pharmacy,2,21.9,124.2,136.6,12,3513.0,29.8,0,20,High,Safe,Lifestyle
3092,Transport,Stationery,1,78.6,53.3,139.3,17,1036.0,29.1,1,9,Medium,Safe,Lifestyle
1895,Other,Canteen,10,35.6,115.3,79.5,2,1379.0,23.2,1,12,High,Safe,Lifestyle
3458,Food,Pharmacy,6,81.4,24.4,131.2,28,2258.0,14.5,0,6,Low,Safe,Lifestyle
3462,Transport,Stationery,6,21.5,84.0,143.1,4,1756.0,15.2,0,10,Medium,Safe,Lifestyle
1645,Other,Bookshop,10,51.8,82.1,55.4,2,961.0,7.7,1,19,Medium,Warning,Survival
419,Food,Pharmacy,8,70.4,113.2,68.6,14,1507.0,13.0,0,11,High,Safe,Leakage
252,Food,Bookshop,6,66.9,10.4,110.7,14,3914.0,12.9,1,12,Low,Safe,Leakage
1957,Study,Snack_Bar,6,62.1,32.8,52.1,13,1714.0,1.1,0,17,Low,Critical,Survival
1866,Other,Bookshop,1,92.9,36.4,115.5,17,1966.0,13.6,0,12,Low,Safe,Lifestyle
2985,Food,Pharmacy,7,26.7,124.0,20.3,26,522.0,14.4,1,21,High,Safe,Lifestyle
919,Study,Bookshop,7,51.9,28.4,83.3,17,3018.0,20.0,1,14,Low,Safe,Survival
605,Entertainment,Canteen,10,89.0,14.4,27.1,22,1947.0,15.5,0,12,Low,Safe,Leakage
2494,Other,Pharmacy,9,12.4,74.1,51.1,18,861.0,25.9,1,19,Medium,Safe,Survival
271,Entertainment,Stationery,7,10.3,73.4,46.2,3,3890.0,11.0,1,7,Medium,Safe,Leakage
2253,Food,Bookshop,8,27.2,111.3,127.5,21,3221.0,12.3,1,18,High,Safe,Lifestyle
1429,Other,Canteen,4,65.1,123.9,37.1,16,3042.0,17.1,1,12,High,Safe,Lifestyle
1767,Study,Snack_Bar,9,29.7,74.6,123.2,19,3853.0,6.1,1,7,Medium,Warning,Lifestyle
3882,Food,Snack_Bar,1,23.1,121.6,121.2,6,1926.0,11.8,1,11,High,Safe,Lifestyle
3153,Other,Bookshop,8,48.6,97.0,79.8,23,3015.0,20.6,0,17,High,Safe,Lifestyle
4682,Other,Snack_Bar,3,63.3,41.7,42.7,26,1222.0,12.4,1,7,Low,Safe,Survival
898,Entertainment,Stationery,1,28.6,121.4,41.8,6,2940.0,27.2,1,22,High,Safe,Lifestyle
1026,Food,Pharmacy,2,33.6,90.1,75.1,18,549.0,18.5,1,17,High,Safe,Lifestyle
548,Study,Canteen,6,63.3,59.7,11.2,9,942.0,4.6,1,14,Medium,Warning,Leakage
4108,Study,Bookshop,5,94.8,91.6,84.4,18,1988.0,14.6,0,19,High,Safe,Lifestyle
507,Food,Snack_Bar,3,69.1,58.2,143.4,6,542.0,22.9,0,8,Medium,Safe,Lifestyle
3616,Food,Pharmacy,9,79.4,23.7,31.7,9,2117.0,19.3,1,8,Low,Safe,Survival
2534,Transport,Stationery,8,39.8,96.3,90.3,25,2330.0,26.6,1,21,High,Safe,Lifestyle
3009,Entertainment,Snack_Bar,3,30.9,108.9,144.6,18,2676.0,22.5,0,11,High,Safe,Lifestyle
3758,Food,Snack_Bar,2,48.2,97.5,130.5,25,851.0,1.8,1,13,High,Critical,Lifestyle
4678,Food,Canteen,8,81.7,37.5,129.1,16,1134.0,3.4,1,18,Low,Critical,Lifestyle
3677,Transport,Stationery,5,48.3,124.8,125.1,24,2646.0,19.5,0,13,High,Safe,Lifestyle
4820,Transport,Stationery,9,85.4,13.0,53.3,30,2804.0,7.2,1,13,Low,Warning,Survival
2886,Other,Bookshop,1,98.9,49.9,134.7,23,591.0,17.6,1,12,Low,Safe,Lifestyle
3185,Study,Canteen,10,11.8,41.2,141.8,13,2391.0,23.8,0,10,Low,Safe,Lifestyle
475,Entertainment,Bookshop,3,9.3,15.8,79.4,11,3247.0,17.3,1,6,Low,Safe,Survival
2747,Other,Canteen,5,19.2,58.7,59.6,8,742.0,12.5,1,18,Medium,Safe,Survival
2964,Food,Stationery,2,41.5,84.8,68.0,26,1946.0,19.4,0,13,Medium,Safe,Survival
536,Transport,Canteen,3,17.4,115.9,56.8,24,1643.0,4.3,0,16,High,Warning,Lifestyle
2173,Study,Canteen,4,87.7,128.8,39.7,17,3698.0,21.7,0,12,High,Safe,Lifestyle
